requestId,location,regionTier,keywordSet,day,placeIndex,aiPlaceName,kakaoTotalCount,bestScore,scoreBand,matchedPlaceName,matchedCategory,matchedAddress,matchedPlaceUrl,sourceBatch
14,강릉,FAMOUS,B,1,1,초당할머니순두부,4,10,S8_10,초당할머니순두부,음식점 > 한식 > 두부전문점,강원특별자치도 강릉시 초당순두부길 77,http://place.map.kakao.com/8535139,batch1
14,강릉,FAMOUS,B,1,2,오죽헌,29,8,S8_10,오죽헌,"여행 > 관광,명소 > 문화유적 > 유적지",강원특별자치도 강릉시 율곡로3139번길 24,http://place.map.kakao.com/25323416,batch1
14,강릉,FAMOUS,B,1,3,강릉솔향수목원,4,10,S8_10,강릉솔향수목원,"여행 > 관광,명소 > 수목원,식물원",강원특별자치도 강릉시 구정면 수목원길 156,http://place.map.kakao.com/25856200,batch1
14,강릉,FAMOUS,B,1,4,강릉중앙시장,157,8,S8_10,강릉중앙시장,"가정,생활 > 시장",강원특별자치도 강릉시 금성로 21,http://place.map.kakao.com/18525909,batch1
14,강릉,FAMOUS,B,2,0,정동진 해변,5,10,S8_10,정동진 해변,"여행 > 관광,명소 > 해수욕장,해변",강원특별자치도 강릉시 강동면 정동진리 64-3,http://place.map.kakao.com/11164998,batch1
14,강릉,FAMOUS,B,2,1,하슬라아트월드,18,10,S8_10,하슬라아트월드,"여행 > 관광,명소 > 테마파크",강원특별자치도 강릉시 강동면 율곡로 1441,http://place.map.kakao.com/8143646,batch1
14,강릉,FAMOUS,B,2,2,사천진항,1,8,S8_10,사천진항,"교통,수송 > 교통시설 > 항구,포구",강원특별자치도 강릉시 사천면 사천진리 2,http://place.map.kakao.com/26260120,batch1
14,강릉,FAMOUS,B,2,3,주문진항,9,10,S8_10,주문진항샵20,"음식점 > 한식 > 해물,생선 > 회",강원특별자치도 강릉시 하평길 68,http://place.map.kakao.com/749545318,batch1
14,강릉,FAMOUS,B,2,4,영진해변,5,10,S8_10,영진해변,"여행 > 관광,명소 > 해수욕장,해변",강원특별자치도 강릉시 연곡면 영진리 357-155,http://place.map.kakao.com/8004666,batch1
14,강릉,FAMOUS,B,2,5,강릉불고기,16,10,S8_10,강릉불고기,"음식점 > 한식 > 육류,고기 > 불고기,두루치기",강원특별자치도 강릉시 강동면 풍호길 270,http://place.map.kakao.com/1591766183,batch1
14,강릉,FAMOUS,B,3,0,경포호,4,10,S8_10,경포호,"여행 > 관광,명소 > 호수",강원특별자치도 강릉시 운정동 984,http://place.map.kakao.com/8654759,batch1
14,강릉,FAMOUS,B,3,1,경포해변,20,10,S8_10,경포해변인증센터,"여행 > 관광,명소 > 자전거여행",강원특별자치도 강릉시 안현동 산 1-10,http://place.map.kakao.com/26935806,batch1
14,강릉,FAMOUS,B,3,2,강릉해변막국수,1,5,S5_7,송정해변막국수,음식점 > 한식 > 국수,강원특별자치도 강릉시 창해로 267,http://place.map.kakao.com/1992481591,batch1
14,강릉,FAMOUS,B,3,3,강릉커피빵 본점,8,10,S8_10,강릉커피빵 본점,음식점 > 카페,강원특별자치도 강릉시 창해로350번길 29,http://place.map.kakao.com/1636307811,batch1
14,강릉,FAMOUS,B,3,4,등명해변,3,10,S8_10,등명해변,"여행 > 관광,명소 > 해수욕장,해변",강원특별자치도 강릉시 강동면 정동진리 490-1,http://place.map.kakao.com/8281023,batch1
15,강릉,FAMOUS,C,1,0,강릉역,120,8,S8_10,강릉역,"교통,수송 > 기차,철도 > 기차역 > KTX정차역",강원특별자치도 강릉시 용지로 176,http://place.map.kakao.com/8632588,batch2
15,강릉,FAMOUS,C,1,1,강릉중앙시장,157,8,S8_10,강릉중앙시장,"가정,생활 > 시장",강원특별자치도 강릉시 금성로 21,http://place.map.kakao.com/18525909,batch2
15,강릉,FAMOUS,C,1,2,금성백반,1,10,S8_10,금성,음식점 > 한식,강원특별자치도 강릉시 연곡면 소금강길 478,http://place.map.kakao.com/204977841,batch2
15,강릉,FAMOUS,C,1,3,안목해변,16,10,S8_10,안목해변,"여행 > 관광,명소 > 해수욕장,해변",강원특별자치도 강릉시 창해로14번길 51-26,http://place.map.kakao.com/7987002,batch2
15,강릉,FAMOUS,C,1,4,보사노바,1,10,S8_10,보사노바 커피로스터스 강릉점,음식점 > 카페,강원특별자치도 강릉시 창해로14번길 28,http://place.map.kakao.com/27320313,batch2
15,강릉,FAMOUS,C,1,5,씨마크호텔 더 쉐프,0,-1,NO_RESULT,,,,,batch2
15,강릉,FAMOUS,C,2,0,오죽헌,29,8,S8_10,오죽헌,"여행 > 관광,명소 > 문화유적 > 유적지",강원특별자치도 강릉시 율곡로3139번길 24,http://place.map.kakao.com/25323416,batch2
15,강릉,FAMOUS,C,2,1,선교장,9,8,S8_10,강릉선교장,"여행 > 관광,명소 > 문화유적",강원특별자치도 강릉시 운정길 63,http://place.map.kakao.com/26979861,batch2
15,강릉,FAMOUS,C,2,2,동화가든,2,10,S8_10,동화가든,음식점 > 한식 > 두부전문점,강원특별자치도 강릉시 초당순두부길77번길 15,http://place.map.kakao.com/7846414,batch2
15,강릉,FAMOUS,C,2,3,경포호수,11,10,S8_10,경포호,"여행 > 관광,명소 > 호수",강원특별자치도 강릉시 운정동 984,http://place.map.kakao.com/8654759,batch2
15,강릉,FAMOUS,C,2,4,강릉아트센터,11,8,S8_10,강릉아트센터,"문화,예술 > 문화시설 > 공연장,연극극장",강원특별자치도 강릉시 종합운동장길 84,http://place.map.kakao.com/539244312,batch2
15,강릉,FAMOUS,C,2,5,버드나무 브루어리,1,5,S5_7,버드나무브루어리,"음식점 > 술집 > 호프,요리주점",강원특별자치도 강릉시 경강로 1961,http://place.map.kakao.com/27152913,batch2
15,강릉,FAMOUS,C,3,0,정동진역,12,8,S8_10,정동진역,"교통,수송 > 기차,철도 > 기차역 > KTX정차역",강원특별자치도 강릉시 강동면 정동역길 17,http://place.map.kakao.com/1995540275,batch2
15,강릉,FAMOUS,C,3,1,정동진 레일바이크,2,5,S5_7,정동진 해변,"여행 > 관광,명소 > 해수욕장,해변",강원특별자치도 강릉시 강동면 정동진리 64-3,http://place.map.kakao.com/11164998,batch2
15,강릉,FAMOUS,C,3,2,정동진 해변횟집,0,-1,NO_RESULT,,,,,batch2
15,강릉,FAMOUS,C,3,3,하슬라아트월드,18,10,S8_10,하슬라아트월드,"여행 > 관광,명소 > 테마파크",강원특별자치도 강릉시 강동면 율곡로 1441,http://place.map.kakao.com/8143646,batch2
15,강릉,FAMOUS,C,3,4,강릉역,120,8,S8_10,강릉역,"교통,수송 > 기차,철도 > 기차역 > KTX정차역",강원특별자치도 강릉시 용지로 176,http://place.map.kakao.com/8632588,batch2
16,순천,MINOR,A,1,0,순천만국가정원,113,10,S8_10,순천만국가정원,"여행 > 관광,명소 > 국가정원",전남광주통합특별시 순천시 국가정원1호길 47,http://place.map.kakao.com/25052480,batch2
16,순천,MINOR,A,1,1,순천만국가정원 푸드코트,0,-1,NO_RESULT,,,,,batch2
16,순천,MINOR,A,1,2,스카이큐브,2,8,S8_10,스카이큐브 사무실,"서비스,산업 > 관리,운영",전남광주통합특별시 순천시 강변로 435,http://place.map.kakao.com/389181911,batch2
16,순천,MINOR,A,1,3,순천만습지,24,8,S8_10,순천만습지,"여행 > 관광,명소 > 생태보존,서식지",전남광주통합특별시 순천시 순천만길 513-25,http://place.map.kakao.com/1191246407,batch2
16,순천,MINOR,A,1,4,순천만습지 용산전망대,1,5,S5_7,순천만 용산전망대,"여행 > 관광,명소 > 전망대",전남광주통합특별시 순천시 해룡면 순천만길 513-51,http://place.map.kakao.com/1133962119,batch2
16,순천,MINOR,A,1,5,순천만가든,8,10,S8_10,순천만가든,음식점 > 한식,전남광주통합특별시 순천시 순천만길 576,http://place.map.kakao.com/8449415,batch2
16,순천,MINOR,A,2,0,순천 드라마 촬영장,8,3,S1_4,순천드라마촬영장,"여행 > 관광,명소 > 촬영지",전남광주통합특별시 순천시 비례골길 24,http://place.map.kakao.com/27195962,batch2
16,순천,MINOR,A,2,1,건봉국밥,1,10,S8_10,건봉국밥,음식점 > 한식,전남광주통합특별시 순천시 장평로 65,http://place.map.kakao.com/14502586,batch2
16,순천,MINOR,A,2,2,순천 문화의 거리,3,5,S5_7,순천문화의거리,"여행 > 관광,명소 > 테마거리",전남광주통합특별시 순천시 행동 65-58,http://place.map.kakao.com/18905860,batch2
16,순천,MINOR,A,2,3,동천,32,8,S8_10,순천동천,"여행 > 관광,명소 > 하천",전남광주통합특별시 순천시 동외동,http://place.map.kakao.com/25727652,batch2
16,순천,MINOR,A,2,4,청춘창고,15,8,S8_10,청춘창고,"문화,예술 > 문화시설",전남광주통합특별시 순천시 역전길 34,http://place.map.kakao.com/744097924,batch2
16,순천,MINOR,A,3,0,낙안읍성,45,10,S8_10,순천 낙안읍성,"여행 > 관광,명소 > 민속촌",전남광주통합특별시 순천시 낙안면 충민길 30,http://place.map.kakao.com/8234854,batch2
16,순천,MINOR,A,3,1,낙안읍성 초가집식당,0,-1,NO_RESULT,,,,,batch2
16,순천,MINOR,A,3,2,카페 듀플렉스,0,-1,NO_RESULT,,,,,batch2
16,순천,MINOR,A,3,3,순천역,55,8,S8_10,순천역,"교통,수송 > 기차,철도 > 기차역 > KTX,SRT정차역",전남광주통합특별시 순천시 팔마로 135,http://place.map.kakao.com/18049670,batch2
17,순천,MINOR,B,1,0,순천만국가정원,113,10,S8_10,순천만국가정원,"여행 > 관광,명소 > 국가정원",전남광주통합특별시 순천시 국가정원1호길 47,http://place.map.kakao.com/25052480,batch2
17,순천,MINOR,B,1,1,순천만가든,8,10,S8_10,순천만가든,음식점 > 한식,전남광주통합특별시 순천시 순천만길 576,http://place.map.kakao.com/8449415,batch2
17,순천,MINOR,B,1,2,순천만습지,24,8,S8_10,순천만습지,"여행 > 관광,명소 > 생태보존,서식지",전남광주통합특별시 순천시 순천만길 513-25,http://place.map.kakao.com/1191246407,batch2
17,순천,MINOR,B,1,3,낙안읍성민속마을,18,8,S8_10,낙안읍성민속마을 김소아가옥,"여행 > 관광,명소 > 문화유적 > 생가,고택",전남광주통합특별시 순천시 낙안면 충민길 104,http://place.map.kakao.com/12760609,batch2
17,순천,MINOR,B,1,4,낙안읍성식당,27,5,S5_7,성풍관 난전3호관,음식점 > 한식,전남광주통합특별시 순천시 낙안면 충민길 41-1,http://place.map.kakao.com/8245401,batch2
17,순천,MINOR,B,2,0,선암사,36,8,S8_10,선암사,"문화,예술 > 종교 > 불교 > 절,사찰",전남광주통합특별시 순천시 승주읍 선암사길 450,http://place.map.kakao.com/7947688,batch2
17,순천,MINOR,B,2,1,선암사전통찻집,0,-1,NO_RESULT,,,,,batch2
17,순천,MINOR,B,2,2,순천드라마촬영장,8,8,S8_10,순천드라마촬영장,"여행 > 관광,명소 > 촬영지",전남광주통합특별시 순천시 비례골길 24,http://place.map.kakao.com/27195962,batch2
17,순천,MINOR,B,2,3,순천문화의거리,3,10,S8_10,순천문화의거리,"여행 > 관광,명소 > 테마거리",전남광주통합특별시 순천시 행동 65-58,http://place.map.kakao.com/18905860,batch2
17,순천,MINOR,B,2,4,건봉국밥,1,10,S8_10,건봉국밥,음식점 > 한식,전남광주통합특별시 순천시 장평로 65,http://place.map.kakao.com/14502586,batch2
17,순천,MINOR,B,3,0,동천,32,8,S8_10,순천동천,"여행 > 관광,명소 > 하천",전남광주통합특별시 순천시 동외동,http://place.map.kakao.com/25727652,batch2
17,순천,MINOR,B,3,1,순천아랫장,25,8,S8_10,아랫장,"가정,생활 > 시장",전남광주통합특별시 순천시 장평로 60,http://place.map.kakao.com/18526165,batch2
17,순천,MINOR,B,3,2,순천아랫장국밥거리,1,5,S5_7,웃장 국밥골목,"여행 > 관광,명소 > 테마거리 > 먹자골목",전남광주통합특별시 순천시 북문길 40,http://place.map.kakao.com/306291609,batch2
17,순천,MINOR,B,3,3,카페 꼼마,0,-1,NO_RESULT,,,,,batch2
18,순천,MINOR,C,1,0,순천만국가정원,113,10,S8_10,순천만국가정원,"여행 > 관광,명소 > 국가정원",전남광주통합특별시 순천시 국가정원1호길 47,http://place.map.kakao.com/25052480,batch3
18,순천,MINOR,C,1,1,순천만가든,8,10,S8_10,순천만가든,음식점 > 한식,전남광주통합특별시 순천시 순천만길 576,http://place.map.kakao.com/8449415,batch3
18,순천,MINOR,C,1,2,순천만습지,24,8,S8_10,순천만습지,"여행 > 관광,명소 > 생태보존,서식지",전남광주통합특별시 순천시 순천만길 513-25,http://place.map.kakao.com/1191246407,batch3
18,순천,MINOR,C,1,3,순천 아랫장 야시장,0,-1,NO_RESULT,,,,,batch3
18,순천,MINOR,C,1,4,펍 앤 펍스,0,-1,NO_RESULT,,,,,batch3
18,순천,MINOR,C,2,0,낙안읍성,45,10,S8_10,순천 낙안읍성,"여행 > 관광,명소 > 민속촌",전남광주통합특별시 순천시 낙안면 충민길 30,http://place.map.kakao.com/8234854,batch3
18,순천,MINOR,C,2,1,낙안읍성전통식당,0,-1,NO_RESULT,,,,,batch3
18,순천,MINOR,C,2,2,순천 드라마 촬영장,8,3,S1_4,순천드라마촬영장,"여행 > 관광,명소 > 촬영지",전남광주통합특별시 순천시 비례골길 24,http://place.map.kakao.com/27195962,batch3
18,순천,MINOR,C,2,3,순천만갈대밭한정식,0,-1,NO_RESULT,,,,,batch3
18,순천,MINOR,C,2,4,카페 101,0,-1,NO_RESULT,,,,,batch3
18,순천,MINOR,C,3,0,순천향교,2,8,S8_10,순천향교,"여행 > 관광,명소 > 문화유적 > 향교,서당",전남광주통합특별시 순천시 향교길 60,http://place.map.kakao.com/9843529,batch3
18,순천,MINOR,C,3,1,순천 문화의 거리,3,5,S5_7,순천문화의거리,"여행 > 관광,명소 > 테마거리",전남광주통합특별시 순천시 행동 65-58,http://place.map.kakao.com/18905860,batch3
18,순천,MINOR,C,3,2,순천만꼬막정식,5,10,S8_10,순천만꼬막정식,"음식점 > 한식 > 해물,생선",전남광주통합특별시 순천시 순천만길 21,http://place.map.kakao.com/27551813,batch3
18,순천,MINOR,C,3,3,청춘창고,15,8,S8_10,청춘창고,"문화,예술 > 문화시설",전남광주통합특별시 순천시 역전길 34,http://place.map.kakao.com/744097924,batch3
18,순천,MINOR,C,3,4,브루웍스,3,10,S8_10,브루웍스,음식점 > 카페 > 커피전문점,전남광주통합특별시 순천시 역전길 61,http://place.map.kakao.com/1899980947,batch3
18,순천,MINOR,C,3,5,순천역,55,8,S8_10,순천역,"교통,수송 > 기차,철도 > 기차역 > KTX,SRT정차역",전남광주통합특별시 순천시 팔마로 135,http://place.map.kakao.com/18049670,batch3
19,영주,MINOR,A,1,0,소수서원,16,8,S8_10,소수서원,"여행 > 관광,명소 > 문화유적 > 서원",경북 영주시 순흥면 소백로 2740,http://place.map.kakao.com/9479775,batch3
19,영주,MINOR,A,1,1,선비촌,23,10,S8_10,선비촌종가집,음식점 > 한식,경북 영주시 순흥면 소백로 2796,http://place.map.kakao.com/10490979,batch3
19,영주,MINOR,A,1,2,정도너츠 본점,1,10,S8_10,정도너츠 본점,음식점 > 간식 > 도넛,경북 영주시 풍기읍 동성로 94,http://place.map.kakao.com/8057712,batch3
19,영주,MINOR,A,1,3,카페 소수,1,10,S8_10,소수,음식점 > 카페 > 테마카페 > 디저트카페,경북 영주시 대학로201번길 19,http://place.map.kakao.com/2011002342,batch3
19,영주,MINOR,A,1,4,서천둔치,1,8,S8_10,서천둔치,여행 > 공원 > 도시근린공원,경북 영주시 가흥동 1381-1,http://place.map.kakao.com/17504796,batch3
19,영주,MINOR,A,1,5,영주 랜떡,2,8,S8_10,랜떡,"가정,생활 > 식품판매",경북 영주시 중앙로83번길 33,http://place.map.kakao.com/557493276,batch3
19,영주,MINOR,A,2,0,부석사,41,8,S8_10,부석사,"문화,예술 > 종교 > 불교 > 절,사찰",경북 영주시 부석면 부석사로 345,http://place.map.kakao.com/7909668,batch3
19,영주,MINOR,A,2,1,부석사식당,3,10,S8_10,부석사식당,음식점 > 한식,경북 영주시 부석면 부석사로 317,http://place.map.kakao.com/16430745,batch3
19,영주,MINOR,A,2,2,무섬마을,7,8,S8_10,무섬마을,"여행 > 체험여행 > 정보화,체험마을",경북 영주시 문수면 무섬로234번길 31-12,http://place.map.kakao.com/25236073,batch3
19,영주,MINOR,A,2,3,영주365시장,3,8,S8_10,영주365시장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",경북 영주시 영주로 204,http://place.map.kakao.com/1721077295,batch3
19,영주,MINOR,A,2,4,콩이랑,4,3,S1_4,콩세계과학관,"문화,예술 > 문화시설 > 과학관",경북 영주시 부석면 영부로 23,http://place.map.kakao.com/26575709,batch3
19,영주,MINOR,A,3,0,영주호 오토캠핑장,2,8,S8_10,영주호 오토캠핑장,"여행 > 숙박 > 야영,캠핑장 > 오토캠핑장",경북 영주시 평은면 강동로 26,http://place.map.kakao.com/379988990,batch3
19,영주,MINOR,A,3,1,영주호 출렁다리,0,-1,NO_RESULT,,,,,batch3
19,영주,MINOR,A,3,2,일월식당,4,10,S8_10,일월식당,음식점 > 중식 > 중국요리,경북 영주시 부석면 부석로 25-1,http://place.map.kakao.com/9407415,batch3
19,영주,MINOR,A,3,3,카페 그루,0,-1,NO_RESULT,,,,,batch3
20,영주,MINOR,B,1,0,부석사,41,8,S8_10,부석사,"문화,예술 > 종교 > 불교 > 절,사찰",경북 영주시 부석면 부석사로 345,http://place.map.kakao.com/7909668,batch3
20,영주,MINOR,B,1,1,영주한우프라자,2,5,S5_7,영주축협한우프라자 본점,"음식점 > 한식 > 육류,고기",경북 영주시 한정로 10,http://place.map.kakao.com/786617789,batch3
20,영주,MINOR,B,1,2,소수서원,16,8,S8_10,소수서원,"여행 > 관광,명소 > 문화유적 > 서원",경북 영주시 순흥면 소백로 2740,http://place.map.kakao.com/9479775,batch3
20,영주,MINOR,B,1,3,선비촌,23,10,S8_10,선비촌종가집,음식점 > 한식,경북 영주시 순흥면 소백로 2796,http://place.map.kakao.com/10490979,batch3
20,영주,MINOR,B,1,4,정도너츠 본점,1,10,S8_10,정도너츠 본점,음식점 > 간식 > 도넛,경북 영주시 풍기읍 동성로 94,http://place.map.kakao.com/8057712,batch3
20,영주,MINOR,B,1,5,풍기인삼갈비,1,10,S8_10,풍기인삼갈비,"음식점 > 한식 > 육류,고기 > 갈비",경북 영주시 풍기읍 소백로 1933,http://place.map.kakao.com/8119314,batch3
20,영주,MINOR,B,2,0,무섬마을,7,8,S8_10,무섬마을,"여행 > 체험여행 > 정보화,체험마을",경북 영주시 문수면 무섬로234번길 31-12,http://place.map.kakao.com/25236073,batch3
20,영주,MINOR,B,2,1,무섬식당,1,10,S8_10,무섬식당,음식점 > 한식,경북 영주시 문수면 무섬로 238-3,http://place.map.kakao.com/471703179,batch3
20,영주,MINOR,B,2,2,국립산림치유원,91,10,S8_10,국립산림치유원,"여행 > 관광,명소 > 자연휴양림",경북 영주시 봉현면 테라피로 209,http://place.map.kakao.com/26572603,batch3
20,영주,MINOR,B,2,3,희방사,7,8,S8_10,희방사,"문화,예술 > 종교 > 불교 > 절,사찰",경북 영주시 풍기읍 죽령로1720번길 278,http://place.map.kakao.com/8174684,batch3
20,영주,MINOR,B,2,4,희방폭포,1,8,S8_10,희방폭포,"여행 > 관광,명소 > 폭포",경북 영주시 풍기읍 수철리,http://place.map.kakao.com/8176818,batch3
20,영주,MINOR,B,2,5,순흥묵집,4,5,S5_7,순흥전통묵집,음식점 > 한식,경북 영주시 순흥면 순흥로39번길 21,http://place.map.kakao.com/21515429,batch3
20,영주,MINOR,B,3,0,영주 근대골목,0,-1,NO_RESULT,,,,,batch3
20,영주,MINOR,B,3,1,영주365시장,3,8,S8_10,영주365시장,"교통,수송 > 교통시설 > 주차장 > 공영주차장",경북 영주시 영주로 204,http://place.map.kakao.com/1721077295,batch3
20,영주,MINOR,B,3,2,랜떡,2,10,S8_10,영주랜떡,음식점 > 분식 > 떡볶이,경북 영주시 중앙로83번길 26-2,http://place.map.kakao.com/2015360199,batch3
20,영주,MINOR,B,3,3,영주호반둘레길,0,-1,NO_RESULT,,,,,batch3
20,영주,MINOR,B,3,4,카페 그날,0,-1,NO_RESULT,,,,,batch3
21,영주,MINOR,C,1,0,부석사,41,8,S8_10,부석사,"문화,예술 > 종교 > 불교 > 절,사찰",경북 영주시 부석면 부석사로 345,http://place.map.kakao.com/7909668,batch3
21,영주,MINOR,C,1,1,부석사식당,3,10,S8_10,부석사식당,음식점 > 한식,경북 영주시 부석면 부석사로 317,http://place.map.kakao.com/16430745,batch3
21,영주,MINOR,C,1,2,소수서원,16,8,S8_10,소수서원,"여행 > 관광,명소 > 문화유적 > 서원",경북 영주시 순흥면 소백로 2740,http://place.map.kakao.com/9479775,batch3
21,영주,MINOR,C,1,3,선비촌,23,10,S8_10,선비촌종가집,음식점 > 한식,경북 영주시 순흥면 소백로 2796,http://place.map.kakao.com/10490979,batch3
21,영주,MINOR,C,1,4,영주한우프라자,2,5,S5_7,영주축협한우프라자 본점,"음식점 > 한식 > 육류,고기",경북 영주시 한정로 10,http://place.map.kakao.com/786617789,batch3
21,영주,MINOR,C,2,0,풍기인삼시장,54,8,S8_10,풍기인삼시장,"가정,생활 > 시장",경북 영주시 풍기읍 인삼로 8,http://place.map.kakao.com/17097677,batch3
21,영주,MINOR,C,2,1,풍기인삼뚝배기,1,5,S5_7,풍기인삼갈비,"음식점 > 한식 > 육류,고기 > 갈비",경북 영주시 풍기읍 소백로 1933,http://place.map.kakao.com/8119314,batch3
21,영주,MINOR,C,2,2,무섬마을,7,8,S8_10,무섬마을,"여행 > 체험여행 > 정보화,체험마을",경북 영주시 문수면 무섬로234번길 31-12,http://place.map.kakao.com/25236073,batch3
21,영주,MINOR,C,2,3,카페 그랜드,0,-1,NO_RESULT,,,,,batch3
21,영주,MINOR,C,2,4,고려정,0,-1,NO_RESULT,,,,,batch3
21,영주,MINOR,C,3,0,영주 레일바이크,0,-1,NO_RESULT,,,,,batch3
21,영주,MINOR,C,3,1,나드리,7,10,S8_10,나드리,음식점 > 분식,경북 영주시 중앙로 89,http://place.map.kakao.com/8241870,batch3
21,영주,MINOR,C,3,2,후생시장,1,8,S8_10,후생시장,"가정,생활 > 시장",경북 영주시 영주동 335-1,http://place.map.kakao.com/18525308,batch3
21,영주,MINOR,C,3,3,카페 148 아트스페이스,0,-1,NO_RESULT,,,,,batch3
22,공주,MINOR,A,1,0,공산성,39,10,S8_10,공산성 본가,"음식점 > 한식 > 육류,고기 > 갈비",충남 공주시 왕릉로 136,http://place.map.kakao.com/10442510,batch3
22,공주,MINOR,A,1,1,고마나루돌쌈밥,1,5,S5_7,고마나루1999,음식점 > 한식,충남 공주시 백미고을길 5-8,http://place.map.kakao.com/8684887,batch3
22,공주,MINOR,A,1,2,제민천,11,8,S8_10,제민천,"여행 > 관광,명소 > 하천",충남 공주시 반죽동,http://place.map.kakao.com/25729707,batch3
22,공주,MINOR,A,1,3,루치아의뜰,1,5,S5_7,루치아의 뜰,음식점 > 카페 > 전통찻집,충남 공주시 웅진로 145-8,http://place.map.kakao.com/21626744,batch3
22,공주,MINOR,A,1,4,밤마을,2,10,S8_10,베이커리 밤마을,"음식점 > 간식 > 제과,베이커리",충남 공주시 백미고을길 5-9,http://place.map.kakao.com/904041132,batch3
22,공주,MINOR,A,2,0,무령왕릉과 왕릉원,2,8,S8_10,공주 무령왕릉과 왕릉원,"여행 > 관광,명소 > 문화유적 > 릉,묘,총",충남 공주시 금성동 산 5-19,http://place.map.kakao.com/2056894818,batch3
22,공주,MINOR,A,2,1,국립공주박물관,9,8,S8_10,국립공주박물관,"문화,예술 > 문화시설 > 박물관",충남 공주시 관광단지길 34,http://place.map.kakao.com/9666851,batch3
22,공주,MINOR,A,2,2,명성불고기,2,10,S8_10,명성불고기,"음식점 > 한식 > 육류,고기 > 불고기,두루치기",충남 공주시 웅진로 200,http://place.map.kakao.com/16685332,batch3
22,공주,MINOR,A,2,3,공주 한옥마을,10,3,S1_4,공주한옥마을,"여행 > 관광,명소",충남 공주시 관광단지길 12,http://place.map.kakao.com/21490830,batch3
22,공주,MINOR,A,2,4,한옥카페 고담,0,-1,NO_RESULT,,,,,batch3
22,공주,MINOR,A,2,5,공주칼국수,113,7,S5_7,공주칼국수 쭈꾸미구이 고운점,음식점 > 한식 > 국수 > 칼국수,세종특별자치시 만남로 19,http://place.map.kakao.com/1681510668,batch3
22,공주,MINOR,A,3,0,계룡산 동학사,18,3,S1_4,대한불교조계종 동학사,"문화,예술 > 종교 > 불교 > 절,사찰",충남 공주시 반포면 동학사1로 462,http://place.map.kakao.com/11096991,batch3
22,공주,MINOR,A,3,1,동학사원조파전,0,-1,NO_RESULT,,,,,batch3
22,공주,MINOR,A,3,2,미르섬,1,10,S8_10,미르섬,"여행 > 관광,명소 > 섬 > 섬(내륙)",충남 공주시 금벽로 368,http://place.map.kakao.com/26985243,batch3
22,공주,MINOR,A,3,3,공주산성시장,36,8,S8_10,공주산성시장,"가정,생활 > 시장",충남 공주시 산성동 195,http://place.map.kakao.com/18514563,batch3
23,공주,MINOR,B,1,0,공산성,39,10,S8_10,공산성 본가,"음식점 > 한식 > 육류,고기 > 갈비",충남 공주시 왕릉로 136,http://place.map.kakao.com/10442510,batch3
23,공주,MINOR,B,1,1,공주 산성시장,36,3,S1_4,공주산성시장,"가정,생활 > 시장",충남 공주시 산성동 195,http://place.map.kakao.com/18514563,batch3
23,공주,MINOR,B,1,2,무령왕릉과 송산리고분군,0,-1,NO_RESULT,,,,,batch3
23,공주,MINOR,B,1,3,국립공주박물관,9,8,S8_10,국립공주박물관,"문화,예술 > 문화시설 > 박물관",충남 공주시 관광단지길 34,http://place.map.kakao.com/9666851,batch3
23,공주,MINOR,B,1,4,공주밤꽃이야기,0,-1,NO_RESULT,,,,,batch3
23,공주,MINOR,B,2,0,공주한옥마을,10,8,S8_10,공주한옥마을,"여행 > 관광,명소",충남 공주시 관광단지길 12,http://place.map.kakao.com/21490830,batch3
23,공주,MINOR,B,2,1,공주역사영상관,0,-1,NO_RESULT,,,,,batch3
23,공주,MINOR,B,2,2,고마나루 돌쌈밥,1,5,S5_7,고마나루1999,음식점 > 한식,충남 공주시 백미고을길 5-8,http://place.map.kakao.com/8684887,batch3
23,공주,MINOR,B,2,3,금강신관공원,15,8,S8_10,금강신관공원,여행 > 공원,충남 공주시 신관동 439-2,http://place.map.kakao.com/27190216,batch3
23,공주,MINOR,B,2,4,미르섬,1,10,S8_10,미르섬,"여행 > 관광,명소 > 섬 > 섬(내륙)",충남 공주시 금벽로 368,http://place.map.kakao.com/26985243,batch3
23,공주,MINOR,B,2,5,명성불고기,2,10,S8_10,명성불고기,"음식점 > 한식 > 육류,고기 > 불고기,두루치기",충남 공주시 웅진로 200,http://place.map.kakao.com/16685332,batch3
23,공주,MINOR,B,3,0,마곡사,58,10,S8_10,마곡사서울식당,음식점 > 한식,충남 공주시 사곡면 마곡상가길 13-2,http://place.map.kakao.com/635769168,batch3
23,공주,MINOR,B,3,1,마곡사식당,37,5,S5_7,청남가든,음식점 > 한식,충남 공주시 사곡면 운정길 78,http://place.map.kakao.com/9970939,batch3
23,공주,MINOR,B,3,2,계룡산국립공원 동학사지구,1,10,S8_10,계룡산국립공원 동학사지구,"여행 > 관광,명소 > 국립공원 > 국립공원 지구",충남 공주시 반포면 동학사1로 327-6,http://place.map.kakao.com/27071207,batch3
23,공주,MINOR,B,3,3,엔학고레,1,10,S8_10,엔학고레,음식점 > 카페,충남 공주시 반포면 불장골길 113-12,http://place.map.kakao.com/763376396,batch3
24,공주,MINOR,C,1,0,공산성,39,10,S8_10,공산성 본가,"음식점 > 한식 > 육류,고기 > 갈비",충남 공주시 왕릉로 136,http://place.map.kakao.com/10442510,batch3
